image,label,dataset,kfold0,kfold1,kfold2,kfold3,kfold4
../data/AML_LMU/Myeloblast/MYO_0869.tiff,Myeloblast,AML_LMU,train,train,train,test,val
../data/AML_LMU/Myeloblast/MYO_0870.tiff,Myeloblast,AML_LMU,val,train,train,train,test
../data/AML_LMU/Myeloblast/MYO_0871.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_0872.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_0873.tiff,Myeloblast,AML_LMU,val,train,train,train,test
../data/AML_LMU/Myeloblast/MYO_0874.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0875.tiff,Myeloblast,AML_LMU,train,train,train,test,val
../data/AML_LMU/Myeloblast/MYO_0876.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0877.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0878.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_0879.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_0880.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0881.tiff,Myeloblast,AML_LMU,val,train,train,train,test
../data/AML_LMU/Myeloblast/MYO_0882.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_0883.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_0884.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_0885.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_0886.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_0887.tiff,Myeloblast,AML_LMU,train,train,train,test,val
../data/AML_LMU/Myeloblast/MYO_0888.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_0889.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0890.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0891.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_0892.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_0893.tiff,Myeloblast,AML_LMU,train,train,train,test,val
../data/AML_LMU/Myeloblast/MYO_0894.tiff,Myeloblast,AML_LMU,val,train,train,train,test
../data/AML_LMU/Myeloblast/MYO_0895.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_0896.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_0897.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_0898.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_0899.tiff,Myeloblast,AML_LMU,train,train,train,test,val
../data/AML_LMU/Myeloblast/MYO_0900.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_0901.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_0902.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_0903.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0904.tiff,Myeloblast,AML_LMU,val,train,train,train,test
../data/AML_LMU/Myeloblast/MYO_0905.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_0906.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0907.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_0908.tiff,Myeloblast,AML_LMU,val,train,train,train,test
../data/AML_LMU/Myeloblast/MYO_0909.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_0910.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_0911.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_0912.tiff,Myeloblast,AML_LMU,val,train,train,train,test
../data/AML_LMU/Myeloblast/MYO_0913.tiff,Myeloblast,AML_LMU,val,train,train,train,test
../data/AML_LMU/Myeloblast/MYO_0914.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_0915.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_0916.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0917.tiff,Myeloblast,AML_LMU,val,train,train,train,test
../data/AML_LMU/Myeloblast/MYO_0918.tiff,Myeloblast,AML_LMU,train,train,train,test,val
../data/AML_LMU/Myeloblast/MYO_0919.tiff,Myeloblast,AML_LMU,val,train,train,train,test
../data/AML_LMU/Myeloblast/MYO_0920.tiff,Myeloblast,AML_LMU,train,train,train,test,val
../data/AML_LMU/Myeloblast/MYO_0921.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_0922.tiff,Myeloblast,AML_LMU,train,train,train,test,val
../data/AML_LMU/Myeloblast/MYO_0923.tiff,Myeloblast,AML_LMU,train,train,train,test,val
../data/AML_LMU/Myeloblast/MYO_0924.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0925.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0926.tiff,Myeloblast,AML_LMU,val,train,train,train,test
../data/AML_LMU/Myeloblast/MYO_0927.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_0928.tiff,Myeloblast,AML_LMU,val,train,train,train,test
../data/AML_LMU/Myeloblast/MYO_0929.tiff,Myeloblast,AML_LMU,val,train,train,train,test
../data/AML_LMU/Myeloblast/MYO_0930.tiff,Myeloblast,AML_LMU,train,train,train,test,val
../data/AML_LMU/Myeloblast/MYO_0931.tiff,Myeloblast,AML_LMU,train,train,train,test,val
../data/AML_LMU/Myeloblast/MYO_0932.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0933.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_0934.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0935.tiff,Myeloblast,AML_LMU,train,train,train,test,val
../data/AML_LMU/Myeloblast/MYO_0936.tiff,Myeloblast,AML_LMU,val,train,train,train,test
../data/AML_LMU/Myeloblast/MYO_0937.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_0938.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0939.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_0940.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0941.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0942.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_0943.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_0944.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_0945.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0946.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_0947.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0948.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_0949.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_0950.tiff,Myeloblast,AML_LMU,val,train,train,train,test
../data/AML_LMU/Myeloblast/MYO_0951.tiff,Myeloblast,AML_LMU,val,train,train,train,test
../data/AML_LMU/Myeloblast/MYO_0952.tiff,Myeloblast,AML_LMU,train,train,train,test,val
../data/AML_LMU/Myeloblast/MYO_0953.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0954.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_0955.tiff,Myeloblast,AML_LMU,train,train,train,test,val
../data/AML_LMU/Myeloblast/MYO_0956.tiff,Myeloblast,AML_LMU,val,train,train,train,test
../data/AML_LMU/Myeloblast/MYO_0957.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_0958.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_0959.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0960.tiff,Myeloblast,AML_LMU,train,train,train,test,val
../data/AML_LMU/Myeloblast/MYO_0961.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_0962.tiff,Myeloblast,AML_LMU,val,train,train,train,test
../data/AML_LMU/Myeloblast/MYO_0963.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_0964.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0965.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_0966.tiff,Myeloblast,AML_LMU,val,train,train,train,test
../data/AML_LMU/Myeloblast/MYO_0967.tiff,Myeloblast,AML_LMU,val,train,train,train,test
../data/AML_LMU/Myeloblast/MYO_0968.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_0969.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0970.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_0971.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_0972.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_0973.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_0974.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0975.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0976.tiff,Myeloblast,AML_LMU,train,train,train,test,val
../data/AML_LMU/Myeloblast/MYO_0977.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_0978.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_0979.tiff,Myeloblast,AML_LMU,train,train,train,test,val
../data/AML_LMU/Myeloblast/MYO_0980.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_0981.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_0982.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0983.tiff,Myeloblast,AML_LMU,val,train,train,train,test
../data/AML_LMU/Myeloblast/MYO_0984.tiff,Myeloblast,AML_LMU,val,train,train,train,test
../data/AML_LMU/Myeloblast/MYO_0985.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0986.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_0987.tiff,Myeloblast,AML_LMU,val,train,train,train,test
../data/AML_LMU/Myeloblast/MYO_0988.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_0989.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_0990.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0991.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0992.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_0993.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_0994.tiff,Myeloblast,AML_LMU,val,train,train,train,test
../data/AML_LMU/Myeloblast/MYO_0995.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_0996.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_0997.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_0998.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_0999.tiff,Myeloblast,AML_LMU,val,train,train,train,test
../data/AML_LMU/Myeloblast/MYO_1000.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_1001.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_1002.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_1003.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_1004.tiff,Myeloblast,AML_LMU,val,train,train,train,test
../data/AML_LMU/Myeloblast/MYO_1005.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_1006.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_1007.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_1008.tiff,Myeloblast,AML_LMU,val,train,train,train,test
../data/AML_LMU/Myeloblast/MYO_1009.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_1010.tiff,Myeloblast,AML_LMU,val,train,train,train,test
../data/AML_LMU/Myeloblast/MYO_1011.tiff,Myeloblast,AML_LMU,train,train,train,test,val
../data/AML_LMU/Myeloblast/MYO_1012.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_1013.tiff,Myeloblast,AML_LMU,train,train,train,test,val
../data/AML_LMU/Myeloblast/MYO_1014.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_1015.tiff,Myeloblast,AML_LMU,train,train,train,test,val
../data/AML_LMU/Myeloblast/MYO_1016.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_1017.tiff,Myeloblast,AML_LMU,val,train,train,train,test
../data/AML_LMU/Myeloblast/MYO_1018.tiff,Myeloblast,AML_LMU,val,train,train,train,test
../data/AML_LMU/Myeloblast/MYO_1019.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_1020.tiff,Myeloblast,AML_LMU,val,train,train,train,test
../data/AML_LMU/Myeloblast/MYO_1021.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_1022.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_1023.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_1024.tiff,Myeloblast,AML_LMU,val,train,train,train,test
../data/AML_LMU/Myeloblast/MYO_1025.tiff,Myeloblast,AML_LMU,val,train,train,train,test
../data/AML_LMU/Myeloblast/MYO_1026.tiff,Myeloblast,AML_LMU,val,train,train,train,test
../data/AML_LMU/Myeloblast/MYO_1027.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_1028.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_1029.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_1030.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_1031.tiff,Myeloblast,AML_LMU,train,train,train,test,val
../data/AML_LMU/Myeloblast/MYO_1032.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_1033.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_1034.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_1035.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_1036.tiff,Myeloblast,AML_LMU,val,train,train,train,test
../data/AML_LMU/Myeloblast/MYO_1037.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_1038.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_1039.tiff,Myeloblast,AML_LMU,train,train,train,test,val
../data/AML_LMU/Myeloblast/MYO_1040.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_1041.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_1042.tiff,Myeloblast,AML_LMU,train,train,train,test,val
../data/AML_LMU/Myeloblast/MYO_1043.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_1044.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_1045.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_1046.tiff,Myeloblast,AML_LMU,val,train,train,train,test
../data/AML_LMU/Myeloblast/MYO_1047.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_1048.tiff,Myeloblast,AML_LMU,val,train,train,train,test
../data/AML_LMU/Myeloblast/MYO_1049.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_1050.tiff,Myeloblast,AML_LMU,train,train,train,test,val
../data/AML_LMU/Myeloblast/MYO_1051.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_1052.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_1053.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_1054.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_1055.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_1056.tiff,Myeloblast,AML_LMU,train,train,train,test,val
../data/AML_LMU/Myeloblast/MYO_1057.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_1058.tiff,Myeloblast,AML_LMU,train,train,train,test,val
../data/AML_LMU/Myeloblast/MYO_1059.tiff,Myeloblast,AML_LMU,val,train,train,train,test
../data/AML_LMU/Myeloblast/MYO_1060.tiff,Myeloblast,AML_LMU,val,train,train,train,test
../data/AML_LMU/Myeloblast/MYO_1061.tiff,Myeloblast,AML_LMU,train,train,train,test,val
../data/AML_LMU/Myeloblast/MYO_1062.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_1063.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_1064.tiff,Myeloblast,AML_LMU,train,train,train,test,val
../data/AML_LMU/Myeloblast/MYO_1065.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_1066.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_1067.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_1068.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_1069.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_1070.tiff,Myeloblast,AML_LMU,val,train,train,train,test
../data/AML_LMU/Myeloblast/MYO_1071.tiff,Myeloblast,AML_LMU,train,train,train,test,val
../data/AML_LMU/Myeloblast/MYO_1072.tiff,Myeloblast,AML_LMU,val,train,train,train,test
../data/AML_LMU/Myeloblast/MYO_1073.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_1074.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_1075.tiff,Myeloblast,AML_LMU,train,train,train,test,val
../data/AML_LMU/Myeloblast/MYO_1076.tiff,Myeloblast,AML_LMU,train,train,train,test,val
../data/AML_LMU/Myeloblast/MYO_1077.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_1078.tiff,Myeloblast,AML_LMU,train,train,train,test,val
../data/AML_LMU/Myeloblast/MYO_1079.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_1080.tiff,Myeloblast,AML_LMU,val,train,train,train,test
../data/AML_LMU/Myeloblast/MYO_1081.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_1082.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_1083.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_1084.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_1085.tiff,Myeloblast,AML_LMU,val,train,train,train,test
../data/AML_LMU/Myeloblast/MYO_1086.tiff,Myeloblast,AML_LMU,val,train,train,train,test
../data/AML_LMU/Myeloblast/MYO_1087.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_1088.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_1089.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_1090.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_1091.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_1092.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_1093.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_1094.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_1095.tiff,Myeloblast,AML_LMU,train,train,train,test,val
../data/AML_LMU/Myeloblast/MYO_1096.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_1097.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_1098.tiff,Myeloblast,AML_LMU,val,train,train,train,test
../data/AML_LMU/Myeloblast/MYO_1099.tiff,Myeloblast,AML_LMU,train,train,train,test,val
../data/AML_LMU/Myeloblast/MYO_1100.tiff,Myeloblast,AML_LMU,train,train,train,test,val
../data/AML_LMU/Myeloblast/MYO_1101.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_1102.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_1103.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_1104.tiff,Myeloblast,AML_LMU,val,train,train,train,test
../data/AML_LMU/Myeloblast/MYO_1105.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_1106.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_1107.tiff,Myeloblast,AML_LMU,val,train,train,train,test
../data/AML_LMU/Myeloblast/MYO_1108.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_1109.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_1110.tiff,Myeloblast,AML_LMU,train,train,train,test,val
../data/AML_LMU/Myeloblast/MYO_1111.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_1112.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_1113.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_1114.tiff,Myeloblast,AML_LMU,test,val,train,train,train
../data/AML_LMU/Myeloblast/MYO_1115.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_1116.tiff,Myeloblast,AML_LMU,train,test,val,train,train
../data/AML_LMU/Myeloblast/MYO_1117.tiff,Myeloblast,AML_LMU,train,train,test,val,train
../data/AML_LMU/Myeloblast/MYO_1118.tiff,Myeloblast,AML_LMU,train,train,test,val,train
